TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,IS_NULLABLE
dbo,DimCustomer,FrenchEducation,nvarchar,40,YES
dbo,DimCustomer,EnglishOccupation,nvarchar,100,YES
dbo,DimCustomer,SpanishOccupation,nvarchar,100,YES
dbo,DimCustomer,FrenchOccupation,nvarchar,100,YES
dbo,DimCustomer,HouseOwnerFlag,nchar,1,YES
dbo,DimCustomer,NumberCarsOwned,tinyint,,YES
dbo,DimCustomer,AddressLine1,nvarchar,120,YES
dbo,DimCustomer,AddressLine2,nvarchar,120,YES
dbo,DimCustomer,Phone,nvarchar,20,YES
dbo,DimCustomer,DateFirstPurchase,date,,YES
dbo,DimCustomer,CommuteDistance,nvarchar,15,YES
dbo,DimDate,DateKey,int,,NO
dbo,DimDate,FullDateAlternateKey,date,,NO
dbo,DimDate,DayNumberOfWeek,tinyint,,NO
dbo,DimDate,EnglishDayNameOfWeek,nvarchar,10,NO
dbo,DimDate,SpanishDayNameOfWeek,nvarchar,10,NO
dbo,DimDate,FrenchDayNameOfWeek,nvarchar,10,NO
dbo,DimDate,DayNumberOfMonth,tinyint,,NO
dbo,DimDate,DayNumberOfYear,smallint,,NO
dbo,DimDate,WeekNumberOfYear,tinyint,,NO
dbo,DimDate,EnglishMonthName,nvarchar,10,NO
dbo,DimDate,SpanishMonthName,nvarchar,10,NO
dbo,DimDate,FrenchMonthName,nvarchar,10,NO
dbo,DimDate,MonthNumberOfYear,tinyint,,NO
dbo,DimDate,CalendarQuarter,tinyint,,NO
dbo,DimDate,CalendarYear,smallint,,NO
dbo,DimDate,CalendarSemester,tinyint,,NO
dbo,DimDate,FiscalQuarter,tinyint,,NO
dbo,DimDate,FiscalYear,smallint,,NO
dbo,DimDate,FiscalSemester,tinyint,,NO
dbo,DimDepartmentGroup,DepartmentGroupKey,int,,NO
dbo,DimDepartmentGroup,ParentDepartmentGroupKey,int,,YES
dbo,DimDepartmentGroup,DepartmentGroupName,nvarchar,50,YES
dbo,DimEmployee,EmployeeKey,int,,NO
dbo,DimEmployee,ParentEmployeeKey,int,,YES
dbo,DimEmployee,EmployeeNationalIDAlternateKey,nvarchar,15,YES
dbo,DimEmployee,ParentEmployeeNationalIDAlternateKey,nvarchar,15,YES
dbo,DimEmployee,SalesTerritoryKey,int,,YES
dbo,DimEmployee,FirstName,nvarchar,50,NO
dbo,DimEmployee,LastName,nvarchar,50,NO
dbo,DimEmployee,MiddleName,nvarchar,50,YES
dbo,DimEmployee,NameStyle,bit,,NO
dbo,DimEmployee,Title,nvarchar,50,YES
dbo,DimEmployee,HireDate,date,,YES
dbo,DimEmployee,BirthDate,date,,YES
dbo,DimEmployee,LoginID,nvarchar,256,YES
dbo,DimEmployee,EmailAddress,nvarchar,50,YES
dbo,DimEmployee,Phone,nvarchar,25,YES
dbo,DimEmployee,MaritalStatus,nchar,1,YES
dbo,DimEmployee,EmergencyContactName,nvarchar,50,YES
dbo,DimEmployee,EmergencyContactPhone,nvarchar,25,YES
dbo,DimEmployee,SalariedFlag,bit,,YES
dbo,DimEmployee,Gender,nchar,1,YES
dbo,DimEmployee,PayFrequency,tinyint,,YES
dbo,DimEmployee,BaseRate,money,,YES
dbo,DimEmployee,VacationHours,smallint,,YES
dbo,DimEmployee,SickLeaveHours,smallint,,YES
dbo,DimEmployee,CurrentFlag,bit,,NO
dbo,DimEmployee,SalesPersonFlag,bit,,NO
dbo,DimEmployee,DepartmentName,nvarchar,50,YES
dbo,DimEmployee,StartDate,date,,YES
dbo,DimEmployee,EndDate,date,,YES
dbo,DimEmployee,Status,nvarchar,50,YES
dbo,DimEmployee,EmployeePhoto,varbinary,-1,YES
dbo,DimGeography,GeographyKey,int,,NO
dbo,DimGeography,City,nvarchar,30,YES
dbo,DimGeography,StateProvinceCode,nvarchar,3,YES
dbo,DimGeography,StateProvinceName,nvarchar,50,YES
dbo,DimGeography,CountryRegionCode,nvarchar,3,YES
dbo,DimGeography,EnglishCountryRegionName,nvarchar,50,YES
dbo,DimGeography,SpanishCountryRegionName,nvarchar,50,YES
dbo,DimGeography,FrenchCountryRegionName,nvarchar,50,YES
dbo,DimGeography,PostalCode,nvarchar,15,YES
dbo,DimGeography,SalesTerritoryKey,int,,YES
dbo,DimGeography,IpAddressLocator,nvarchar,15,YES
dbo,DimOrganization,OrganizationKey,int,,NO
dbo,DimOrganization,ParentOrganizationKey,int,,YES
dbo,DimOrganization,PercentageOfOwnership,nvarchar,16,YES
dbo,DimOrganization,OrganizationName,nvarchar,50,YES
dbo,DimOrganization,CurrencyKey,int,,YES
dbo,DimProduct,ProductKey,int,,NO
dbo,DimProduct,ProductAlternateKey,nvarchar,25,YES
dbo,DimProduct,ProductSubcategoryKey,int,,YES
dbo,DimProduct,WeightUnitMeasureCode,nchar,3,YES
dbo,DimProduct,SizeUnitMeasureCode,nchar,3,YES
dbo,DimProduct,EnglishProductName,nvarchar,50,NO
dbo,DimProduct,SpanishProductName,nvarchar,50,NO
dbo,DimProduct,FrenchProductName,nvarchar,50,NO
dbo,DimProduct,StandardCost,money,,YES
dbo,DimProduct,FinishedGoodsFlag,bit,,NO
dbo,DimProduct,Color,nvarchar,15,NO
dbo,DimProduct,SafetyStockLevel,smallint,,YES
dbo,DimProduct,ReorderPoint,smallint,,YES
dbo,DimProduct,ListPrice,money,,YES
dbo,DimProduct,Size,nvarchar,50,YES
dbo,DimProduct,SizeRange,nvarchar,50,YES
dbo,DimProduct,Weight,float,,YES
dbo,DimProduct,DaysToManufacture,int,,YES
dbo,DimProduct,ProductLine,nchar,2,YES
dbo,DimProduct,DealerPrice,money,,YES
dbo,DimProduct,Class,nchar,2,YES
dbo,DimProduct,Style,nchar,2,YES
dbo,DimProduct,ModelName,nvarchar,50,YES
dbo,DimProduct,LargePhoto,varbinary,-1,YES
dbo,DimProduct,EnglishDescription,nvarchar,400,YES
dbo,DimProduct,FrenchDescription,nvarchar,400,YES
dbo,DimProduct,ChineseDescription,nvarchar,400,YES
dbo,DimProduct,ArabicDescription,nvarchar,400,YES
dbo,DimProduct,HebrewDescription,nvarchar,400,YES
dbo,DimProduct,ThaiDescription,nvarchar,400,YES
dbo,DimProduct,GermanDescription,nvarchar,400,YES
dbo,DimProduct,JapaneseDescription,nvarchar,400,YES
dbo,DimProduct,TurkishDescription,nvarchar,400,YES
dbo,DimProduct,StartDate,datetime,,YES
dbo,DimProduct,EndDate,datetime,,YES
dbo,DimProduct,Status,nvarchar,7,YES
dbo,DimProductCategory,ProductCategoryKey,int,,NO
dbo,DimProductCategory,ProductCategoryAlternateKey,int,,YES
dbo,DimProductCategory,EnglishProductCategoryName,nvarchar,50,NO
dbo,DimProductCategory,SpanishProductCategoryName,nvarchar,50,NO
dbo,DimProductCategory,FrenchProductCategoryName,nvarchar,50,NO
dbo,DimProductSubcategory,ProductSubcategoryKey,int,,NO
dbo,DimProductSubcategory,ProductSubcategoryAlternateKey,int,,YES
dbo,DimProductSubcategory,EnglishProductSubcategoryName,nvarchar,50,NO
dbo,DimProductSubcategory,SpanishProductSubcategoryName,nvarchar,50,NO
dbo,DimProductSubcategory,FrenchProductSubcategoryName,nvarchar,50,NO
dbo,DimProductSubcategory,ProductCategoryKey,int,,YES
dbo,DimPromotion,PromotionKey,int,,NO
dbo,DimPromotion,PromotionAlternateKey,int,,YES
dbo,DimPromotion,EnglishPromotionName,nvarchar,255,YES
dbo,DimPromotion,SpanishPromotionName,nvarchar,255,YES
dbo,DimPromotion,FrenchPromotionName,nvarchar,255,YES
dbo,DimPromotion,DiscountPct,float,,YES
dbo,DimPromotion,EnglishPromotionType,nvarchar,50,YES
dbo,DimPromotion,SpanishPromotionType,nvarchar,50,YES
dbo,DimPromotion,FrenchPromotionType,nvarchar,50,YES
dbo,DimPromotion,EnglishPromotionCategory,nvarchar,50,YES
dbo,DimPromotion,SpanishPromotionCategory,nvarchar,50,YES
dbo,DimPromotion,FrenchPromotionCategory,nvarchar,50,YES
dbo,DimPromotion,StartDate,datetime,,NO
dbo,DimPromotion,EndDate,datetime,,YES
dbo,DimPromotion,MinQty,int,,YES
dbo,DimPromotion,MaxQty,int,,YES
dbo,DimReseller,ResellerKey,int,,NO
dbo,DimReseller,GeographyKey,int,,YES
dbo,DimReseller,ResellerAlternateKey,nvarchar,15,YES
dbo,DimReseller,Phone,nvarchar,25,YES
dbo,DimReseller,BusinessType,varchar,20,NO
dbo,DimReseller,ResellerName,nvarchar,50,NO
dbo,DimReseller,NumberEmployees,int,,YES
dbo,DimReseller,OrderFrequency,char,1,YES
dbo,DimReseller,OrderMonth,tinyint,,YES
dbo,DimReseller,FirstOrderYear,int,,YES
dbo,DimReseller,LastOrderYear,int,,YES
dbo,DimReseller,ProductLine,nvarchar,50,YES
dbo,DimReseller,AddressLine1,nvarchar,60,YES
dbo,DimReseller,AddressLine2,nvarchar,60,YES
dbo,DimReseller,AnnualSales,money,,YES
dbo,DimReseller,BankName,nvarchar,50,YES
dbo,DimReseller,MinPaymentType,tinyint,,YES
dbo,DimReseller,MinPaymentAmount,money,,YES
dbo,DimReseller,AnnualRevenue,money,,YES
dbo,DimReseller,YearOpened,int,,YES
dbo,DimSalesReason,SalesReasonKey,int,,NO
dbo,DimSalesReason,SalesReasonAlternateKey,int,,NO
dbo,DimSalesReason,SalesReasonName,nvarchar,50,NO
dbo,DimSalesReason,SalesReasonReasonType,nvarchar,50,NO
dbo,DimSalesTerritory,SalesTerritoryKey,int,,NO
dbo,DimSalesTerritory,SalesTerritoryAlternateKey,int,,YES
dbo,DimSalesTerritory,SalesTerritoryRegion,nvarchar,50,NO
dbo,DimSalesTerritory,SalesTerritoryCountry,nvarchar,50,NO
dbo,DimSalesTerritory,SalesTerritoryGroup,nvarchar,50,YES
dbo,DimSalesTerritory,SalesTerritoryImage,varbinary,-1,YES
dbo,DimScenario,ScenarioKey,int,,NO
dbo,DimScenario,ScenarioName,nvarchar,50,YES
dbo,FactAdditionalInternationalProductDescription,ProductKey,int,,NO
dbo,FactAdditionalInternationalProductDescription,CultureName,nvarchar,50,NO
dbo,FactAdditionalInternationalProductDescription,ProductDescription,nvarchar,-1,NO
dbo,FactCallCenter,FactCallCenterID,int,,NO
dbo,FactCallCenter,DateKey,int,,NO
dbo,FactCallCenter,WageType,nvarchar,15,NO
dbo,FactCallCenter,Shift,nvarchar,20,NO
dbo,FactCallCenter,LevelOneOperators,smallint,,NO
dbo,FactCallCenter,LevelTwoOperators,smallint,,NO
dbo,FactCallCenter,TotalOperators,smallint,,NO
dbo,FactCallCenter,Calls,int,,NO
dbo,FactCallCenter,AutomaticResponses,int,,NO
dbo,FactCallCenter,Orders,int,,NO
dbo,FactCallCenter,IssuesRaised,smallint,,NO
dbo,FactCallCenter,AverageTimePerIssue,smallint,,NO
dbo,FactCallCenter,ServiceGrade,float,,NO
dbo,FactCallCenter,Date,datetime,,YES
dbo,FactCurrencyRate,CurrencyKey,int,,NO
dbo,FactCurrencyRate,DateKey,int,,NO
dbo,FactCurrencyRate,AverageRate,float,,NO
dbo,FactCurrencyRate,EndOfDayRate,float,,NO
dbo,FactCurrencyRate,Date,datetime,,YES
dbo,FactFinance,FinanceKey,int,,NO
dbo,FactFinance,DateKey,int,,NO
dbo,FactFinance,OrganizationKey,int,,NO
dbo,FactFinance,DepartmentGroupKey,int,,NO
dbo,FactFinance,ScenarioKey,int,,NO
dbo,FactFinance,AccountKey,int,,NO
dbo,FactFinance,Amount,float,,NO
dbo,FactFinance,Date,datetime,,YES
dbo,FactInternetSales,ProductKey,int,,NO
dbo,FactInternetSales,OrderDateKey,int,,NO
dbo,FactInternetSales,DueDateKey,int,,NO
dbo,FactInternetSales,ShipDateKey,int,,NO
dbo,FactInternetSales,CustomerKey,int,,NO
dbo,FactInternetSales,PromotionKey,int,,NO
dbo,FactInternetSales,CurrencyKey,int,,NO
dbo,FactInternetSales,SalesTerritoryKey,int,,NO
dbo,FactInternetSales,SalesOrderNumber,nvarchar,20,NO
dbo,FactInternetSales,SalesOrderLineNumber,tinyint,,NO
dbo,FactInternetSales,RevisionNumber,tinyint,,NO
dbo,FactInternetSales,OrderQuantity,smallint,,NO
dbo,FactInternetSales,UnitPrice,money,,NO
dbo,FactInternetSales,ExtendedAmount,money,,NO
dbo,FactInternetSales,UnitPriceDiscountPct,float,,NO
dbo,FactInternetSales,DiscountAmount,float,,NO
dbo,FactInternetSales,ProductStandardCost,money,,NO
dbo,FactInternetSales,TotalProductCost,money,,NO
dbo,FactInternetSales,SalesAmount,money,,NO
dbo,FactInternetSales,TaxAmt,money,,NO
dbo,FactInternetSales,Freight,money,,NO
dbo,FactInternetSales,CarrierTrackingNumber,nvarchar,25,YES
dbo,FactInternetSales,CustomerPONumber,nvarchar,25,YES
dbo,FactInternetSales,OrderDate,datetime,,YES
dbo,FactInternetSales,DueDate,datetime,,YES
dbo,FactInternetSales,ShipDate,datetime,,YES
dbo,FactInternetSalesReason,SalesOrderNumber,nvarchar,20,NO
dbo,FactInternetSalesReason,SalesOrderLineNumber,tinyint,,NO
dbo,FactInternetSalesReason,SalesReasonKey,int,,NO
dbo,FactProductInventory,ProductKey,int,,NO
dbo,FactProductInventory,DateKey,int,,NO
dbo,FactProductInventory,MovementDate,date,,NO
dbo,FactProductInventory,UnitCost,money,,NO
dbo,FactProductInventory,UnitsIn,int,,NO
dbo,FactProductInventory,UnitsOut,int,,NO
dbo,FactProductInventory,UnitsBalance,int,,NO
dbo,FactResellerSales,ProductKey,int,,NO
dbo,FactResellerSales,OrderDateKey,int,,NO
dbo,FactResellerSales,DueDateKey,int,,NO
dbo,FactResellerSales,ShipDateKey,int,,NO
dbo,FactResellerSales,ResellerKey,int,,NO
dbo,FactResellerSales,EmployeeKey,int,,NO
dbo,FactResellerSales,PromotionKey,int,,NO
dbo,FactResellerSales,CurrencyKey,int,,NO
dbo,FactResellerSales,SalesTerritoryKey,int,,NO
dbo,FactResellerSales,SalesOrderNumber,nvarchar,20,NO
dbo,FactResellerSales,SalesOrderLineNumber,tinyint,,NO
dbo,FactResellerSales,RevisionNumber,tinyint,,YES
dbo,FactResellerSales,OrderQuantity,smallint,,YES
dbo,FactResellerSales,UnitPrice,money,,YES
dbo,FactResellerSales,ExtendedAmount,money,,YES
dbo,FactResellerSales,UnitPriceDiscountPct,float,,YES
dbo,FactResellerSales,DiscountAmount,float,,YES
dbo,FactResellerSales,ProductStandardCost,money,,YES
dbo,FactResellerSales,TotalProductCost,money,,YES
dbo,FactResellerSales,SalesAmount,money,,YES
dbo,FactResellerSales,TaxAmt,money,,YES
dbo,FactResellerSales,Freight,money,,YES
dbo,FactResellerSales,CarrierTrackingNumber,nvarchar,25,YES
dbo,FactResellerSales,CustomerPONumber,nvarchar,25,YES
dbo,FactResellerSales,OrderDate,datetime,,YES
dbo,FactResellerSales,DueDate,datetime,,YES
dbo,FactResellerSales,ShipDate,datetime,,YES
dbo,FactSalesQuota,SalesQuotaKey,int,,NO
dbo,FactSalesQuota,EmployeeKey,int,,NO
dbo,FactSalesQuota,DateKey,int,,NO
dbo,FactSalesQuota,CalendarYear,smallint,,NO
dbo,FactSalesQuota,CalendarQuarter,tinyint,,NO
dbo,FactSalesQuota,SalesAmountQuota,money,,NO
dbo,FactSalesQuota,Date,datetime,,YES
dbo,FactSurveyResponse,SurveyResponseKey,int,,NO
dbo,FactSurveyResponse,DateKey,int,,NO
dbo,FactSurveyResponse,CustomerKey,int,,NO
dbo,FactSurveyResponse,ProductCategoryKey,int,,NO
dbo,FactSurveyResponse,EnglishProductCategoryName,nvarchar,50,NO
dbo,FactSurveyResponse,ProductSubcategoryKey,int,,NO
dbo,FactSurveyResponse,EnglishProductSubcategoryName,nvarchar,50,NO
dbo,FactSurveyResponse,Date,datetime,,YES
dbo,NewFactCurrencyRate,AverageRate,real,,YES
dbo,NewFactCurrencyRate,CurrencyID,nvarchar,3,YES
dbo,NewFactCurrencyRate,CurrencyDate,date,,YES
dbo,NewFactCurrencyRate,EndOfDayRate,real,,YES
dbo,NewFactCurrencyRate,CurrencyKey,int,,YES
dbo,NewFactCurrencyRate,DateKey,int,,YES
dbo,ProspectiveBuyer,ProspectiveBuyerKey,int,,NO
dbo,ProspectiveBuyer,ProspectAlternateKey,nvarchar,15,YES
dbo,ProspectiveBuyer,FirstName,nvarchar,50,YES
dbo,ProspectiveBuyer,MiddleName,nvarchar,50,YES
dbo,ProspectiveBuyer,LastName,nvarchar,50,YES
dbo,ProspectiveBuyer,BirthDate,datetime,,YES
dbo,ProspectiveBuyer,MaritalStatus,nchar,1,YES
dbo,ProspectiveBuyer,Gender,nvarchar,1,YES
dbo,ProspectiveBuyer,EmailAddress,nvarchar,50,YES
dbo,ProspectiveBuyer,YearlyIncome,money,,YES
dbo,ProspectiveBuyer,TotalChildren,tinyint,,YES
dbo,ProspectiveBuyer,NumberChildrenAtHome,tinyint,,YES
dbo,ProspectiveBuyer,Education,nvarchar,40,YES
dbo,ProspectiveBuyer,Occupation,nvarchar,100,YES
dbo,ProspectiveBuyer,HouseOwnerFlag,nchar,1,YES
dbo,ProspectiveBuyer,NumberCarsOwned,tinyint,,YES
dbo,ProspectiveBuyer,AddressLine1,nvarchar,120,YES
dbo,ProspectiveBuyer,AddressLine2,nvarchar,120,YES
dbo,ProspectiveBuyer,City,nvarchar,30,YES
dbo,ProspectiveBuyer,StateProvinceCode,nvarchar,3,YES
dbo,ProspectiveBuyer,PostalCode,nvarchar,15,YES
dbo,ProspectiveBuyer,Phone,nvarchar,20,YES
dbo,ProspectiveBuyer,Salutation,nvarchar,8,YES
dbo,ProspectiveBuyer,Unknown,int,,YES
dbo,sysdiagrams,name,nvarchar,128,NO
dbo,sysdiagrams,principal_id,int,,NO
dbo,sysdiagrams,diagram_id,int,,NO
dbo,sysdiagrams,version,int,,YES
dbo,sysdiagrams,definition,varbinary,-1,YES
