TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,IS_NULLABLE
Purchasing,vVendorWithContacts,ContactType,nvarchar,50,NO
Purchasing,vVendorWithContacts,Title,nvarchar,8,YES
Purchasing,vVendorWithContacts,FirstName,nvarchar,50,NO
Purchasing,vVendorWithContacts,MiddleName,nvarchar,50,YES
Purchasing,vVendorWithContacts,LastName,nvarchar,50,NO
Purchasing,vVendorWithContacts,Suffix,nvarchar,10,YES
Purchasing,vVendorWithContacts,PhoneNumber,nvarchar,25,YES
Purchasing,vVendorWithContacts,PhoneNumberType,nvarchar,50,YES
Purchasing,vVendorWithContacts,EmailAddress,nvarchar,50,YES
Purchasing,vVendorWithContacts,EmailPromotion,int,,NO
HumanResources,Shift,ShiftID,tinyint,,NO
HumanResources,Shift,Name,nvarchar,50,NO
HumanResources,Shift,StartTime,time,,NO
HumanResources,Shift,EndTime,time,,NO
HumanResources,Shift,ModifiedDate,datetime,,NO
Purchasing,vVendorWithAddresses,BusinessEntityID,int,,NO
Purchasing,vVendorWithAddresses,Name,nvarchar,50,NO
Purchasing,vVendorWithAddresses,AddressType,nvarchar,50,NO
Purchasing,vVendorWithAddresses,AddressLine1,nvarchar,60,NO
Purchasing,vVendorWithAddresses,AddressLine2,nvarchar,60,YES
Purchasing,vVendorWithAddresses,City,nvarchar,30,NO
Purchasing,vVendorWithAddresses,StateProvinceName,nvarchar,50,NO
Purchasing,vVendorWithAddresses,PostalCode,nvarchar,15,NO
Purchasing,vVendorWithAddresses,CountryRegionName,nvarchar,50,NO
Production,ProductCategory,ProductCategoryID,int,,NO
Production,ProductCategory,Name,nvarchar,50,NO
Production,ProductCategory,rowguid,uniqueidentifier,,NO
Production,ProductCategory,ModifiedDate,datetime,,NO
Purchasing,ShipMethod,ShipMethodID,int,,NO
Purchasing,ShipMethod,Name,nvarchar,50,NO
Purchasing,ShipMethod,ShipBase,money,,NO
Purchasing,ShipMethod,ShipRate,money,,NO
Purchasing,ShipMethod,rowguid,uniqueidentifier,,NO
Purchasing,ShipMethod,ModifiedDate,datetime,,NO
Production,ProductCostHistory,ProductID,int,,NO
Production,ProductCostHistory,StartDate,datetime,,NO
Production,ProductCostHistory,EndDate,datetime,,YES
Production,ProductCostHistory,StandardCost,money,,NO
Production,ProductCostHistory,ModifiedDate,datetime,,NO
Production,ProductDescription,ProductDescriptionID,int,,NO
Production,ProductDescription,Description,nvarchar,400,NO
Production,ProductDescription,rowguid,uniqueidentifier,,NO
Production,ProductDescription,ModifiedDate,datetime,,NO
Sales,ShoppingCartItem,ShoppingCartItemID,int,,NO
Sales,ShoppingCartItem,ShoppingCartID,nvarchar,50,NO
Sales,ShoppingCartItem,Quantity,int,,NO
Sales,ShoppingCartItem,ProductID,int,,NO
Sales,ShoppingCartItem,DateCreated,datetime,,NO
Sales,ShoppingCartItem,ModifiedDate,datetime,,NO
Production,ProductDocument,ProductID,int,,NO
Production,ProductDocument,DocumentNode,hierarchyid,892,NO
Production,ProductDocument,ModifiedDate,datetime,,NO
dbo,DatabaseLog,DatabaseLogID,int,,NO
dbo,DatabaseLog,PostTime,datetime,,NO
dbo,DatabaseLog,DatabaseUser,nvarchar,128,NO
dbo,DatabaseLog,Event,nvarchar,128,NO
dbo,DatabaseLog,Schema,nvarchar,128,YES
dbo,DatabaseLog,Object,nvarchar,128,YES
dbo,DatabaseLog,TSQL,nvarchar,-1,NO
dbo,DatabaseLog,XmlEvent,xml,-1,NO
Production,ProductInventory,ProductID,int,,NO
Production,ProductInventory,LocationID,smallint,,NO
Production,ProductInventory,Shelf,nvarchar,10,NO
Production,ProductInventory,Bin,tinyint,,NO
Production,ProductInventory,Quantity,smallint,,NO
Production,ProductInventory,rowguid,uniqueidentifier,,NO
Production,ProductInventory,ModifiedDate,datetime,,NO
Sales,SpecialOffer,SpecialOfferID,int,,NO
Sales,SpecialOffer,Description,nvarchar,255,NO
Sales,SpecialOffer,DiscountPct,smallmoney,,NO
Sales,SpecialOffer,Type,nvarchar,50,NO
Sales,SpecialOffer,Category,nvarchar,50,NO
Sales,SpecialOffer,StartDate,datetime,,NO
Sales,SpecialOffer,EndDate,datetime,,NO
Sales,SpecialOffer,MinQty,int,,NO
Sales,SpecialOffer,MaxQty,int,,YES
Sales,SpecialOffer,rowguid,uniqueidentifier,,NO
Sales,SpecialOffer,ModifiedDate,datetime,,NO
dbo,ErrorLog,ErrorLogID,int,,NO
dbo,ErrorLog,ErrorTime,datetime,,NO
dbo,ErrorLog,UserName,nvarchar,128,NO
dbo,ErrorLog,ErrorNumber,int,,NO
dbo,ErrorLog,ErrorSeverity,int,,YES
dbo,ErrorLog,ErrorState,int,,YES
dbo,ErrorLog,ErrorProcedure,nvarchar,126,YES
dbo,ErrorLog,ErrorLine,int,,YES
dbo,ErrorLog,ErrorMessage,nvarchar,4000,NO
Production,ProductListPriceHistory,ProductID,int,,NO
Production,ProductListPriceHistory,StartDate,datetime,,NO
Production,ProductListPriceHistory,EndDate,datetime,,YES
Production,ProductListPriceHistory,ListPrice,money,,NO
Production,ProductListPriceHistory,ModifiedDate,datetime,,NO
Person,Address,AddressID,int,,NO
Person,Address,AddressLine1,nvarchar,60,NO
Person,Address,AddressLine2,nvarchar,60,YES
Person,Address,City,nvarchar,30,NO
Person,Address,StateProvinceID,int,,NO
Person,Address,PostalCode,nvarchar,15,NO
Person,Address,SpatialLocation,geography,-1,YES
Person,Address,rowguid,uniqueidentifier,,NO
Person,Address,ModifiedDate,datetime,,NO
Sales,SpecialOfferProduct,SpecialOfferID,int,,NO
Sales,SpecialOfferProduct,ProductID,int,,NO
Sales,SpecialOfferProduct,rowguid,uniqueidentifier,,NO
Sales,SpecialOfferProduct,ModifiedDate,datetime,,NO
Production,ProductModel,ProductModelID,int,,NO
Production,ProductModel,Name,nvarchar,50,NO
Production,ProductModel,CatalogDescription,xml,-1,YES
Production,ProductModel,Instructions,xml,-1,YES
Production,ProductModel,rowguid,uniqueidentifier,,NO
Production,ProductModel,ModifiedDate,datetime,,NO
Person,AddressType,AddressTypeID,int,,NO
Person,AddressType,Name,nvarchar,50,NO
Person,AddressType,rowguid,uniqueidentifier,,NO
Person,AddressType,ModifiedDate,datetime,,NO
Person,StateProvince,StateProvinceID,int,,NO
Person,StateProvince,StateProvinceCode,nchar,3,NO
Person,StateProvince,CountryRegionCode,nvarchar,3,NO
Person,StateProvince,IsOnlyStateProvinceFlag,bit,,NO
Person,StateProvince,Name,nvarchar,50,NO
Person,StateProvince,TerritoryID,int,,NO
Person,StateProvince,rowguid,uniqueidentifier,,NO
Person,StateProvince,ModifiedDate,datetime,,NO
