TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,IS_NULLABLE
dbo,FactHoldings,CurrentPrice,INTEGER,,YES
dbo,FactHoldings,CurrentHolding,NUMERIC(6),,NO
dbo,FactHoldings,BatchID,NUMERIC(5),,YES
dbo,FactMarketHistory,SK_SecurityID,INTEGER,,NO
dbo,FactMarketHistory,SK_CompanyID,INTEGER,,NO
dbo,FactMarketHistory,SK_DateID,INTEGER,,NO
dbo,FactMarketHistory,PERatio,"NUMERIC(10,2)",,YES
dbo,FactMarketHistory,Yield,"NUMERIC(5,2)",,NO
dbo,FactMarketHistory,FiftyTwoWeekHigh,"NUMERIC(8,2)",,NO
dbo,FactMarketHistory,SK_FiftyTwoWeekHighDate,INTEGER,,NO
dbo,FactMarketHistory,FiftyTwoWeekLow,"NUMERIC(8,2)",,NO
dbo,FactMarketHistory,SK_FiftyTwoWeekLowDate,INTEGER,,NO
dbo,FactMarketHistory,ClosePrice,"NUMERIC(8,2)",,NO
dbo,FactMarketHistory,DayHigh,"NUMERIC(8,2)",,NO
dbo,FactMarketHistory,DayLow,"NUMERIC(8,2)",,NO
dbo,FactMarketHistory,Volume,NUMERIC(12),,NO
dbo,FactMarketHistory,BatchID,NUMERIC(5),,YES
dbo,FactWatches,SK_CustomerID,INTEGER,,NO
dbo,FactWatches,SK_SecurityID,INTEGER,,NO
dbo,FactWatches,SK_DateID_DatePlaced,INTEGER,,NO
dbo,FactWatches,SK_DateID_DateRemoved,INTEGER,,YES
dbo,FactWatches,BatchID,NUMERIC(5),,NO
dbo,Financial,SK_CompanyID,INTEGER,,NO
dbo,Financial,FI_YEAR,NUMERIC(4),,NO
dbo,Financial,FI_QTR,NUMERIC(1),,NO
dbo,Financial,FI_QTR_START_DATE,DATE,,NO
dbo,Financial,FI_REVENUE,"NUMERIC(15,2)",,NO
dbo,Financial,FI_NET_EARN,"NUMERIC(15,2)",,NO
dbo,Financial,FI_BASIC_EPS,"NUMERIC(10,2)",,NO
dbo,Financial,FI_DILUT_EPS,"NUMERIC(10,2)",,NO
dbo,Financial,FI_MARGIN,"NUMERIC(10,2)",,NO
dbo,Financial,FI_INVENTORY,"NUMERIC(15,2)",,NO
dbo,Financial,FI_ASSETS,"NUMERIC(15,2)",,NO
dbo,Financial,FI_LIABILITY,"NUMERIC(15,2)",,NO
dbo,Financial,FI_OUT_BASIC,NUMERIC(12),,NO
dbo,Financial,FI_OUT_DILUT,NUMERIC(12),,NO
dbo,Industry,IN_ID,CHAR(2),,NO
dbo,Industry,IN_NAME,CHAR(50),,NO
dbo,Industry,IN_SC_ID,CHAR(4),,NO
dbo,StatusType,ST_ID,CHAR(4),,NO
dbo,StatusType,ST_NAME,CHAR(10),,NO
dbo,TaxRate,TX_ID,CHAR(4),,NO
dbo,TaxRate,TX_NAME,CHAR(50),,NO
dbo,TaxRate,TX_RATE,"NUMERIC(6,5)",,NO
dbo,TradeType,TT_ID,CHAR(3),,NO
dbo,TradeType,TT_NAME,CHAR(12),,NO
dbo,TradeType,TT_IS_SELL,NUMERIC(1),,NO
dbo,TradeType,TT_IS_MRKT,NUMERIC(1),,NO
